property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-2696,E14 3FN,London,Canary Wharf,flat,4,3,4450,,1341,False,False,True,False,False,2026-10-10,concierge|garden|gym|school|transport|workspace,"A well-presented 4-bed flat in Canary Wharf priced at £4450 pcm. Highlights include concierge, garden, gym, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.504786,-0.051964
P-2697,E14 9GM,London,Canary Wharf,flat,3,3,4300,,1333,False,False,True,True,False,2026-10-10,balcony|concierge|garden|school|transport,"A well-presented 3-bed flat in Canary Wharf priced at £4300 pcm. Highlights include balcony, concierge, garden, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.508565,-0.033558
P-2698,NW1 3DJ,London,Camden,maisonette,1,2,3000,,743,False,False,True,False,True,2026-09-28,garden|gym|pet-friendly,"A well-presented 1-bed maisonette in Camden priced at £3000 pcm. Highlights include garden, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.517261,-0.16069
P-2699,SW4 3GJ,London,Clapham,house,3,3,4175,,1117,True,False,True,False,True,2026-10-14,garden|pet-friendly|river-view|school|transport,"A well-presented 3-bed house in Clapham priced at £4175 pcm. Highlights include garden, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.467831,-0.151715
P-2700,NW1 9DJ,London,Camden,house,3,3,3900,,976,True,True,True,True,True,2026-08-17,balcony|concierge|garden|parking|pet-friendly|workspace,"A well-presented 3-bed house in Camden priced at £3900 pcm. Highlights include balcony, concierge, garden, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539464,-0.128415
P-2701,SW11 9CL,London,Battersea,flat,2,2,4525,,997,False,False,True,True,True,2026-09-10,balcony|concierge|garden|gym|transport|workspace,"A well-presented 2-bed flat in Battersea priced at £4525 pcm. Highlights include balcony, concierge, garden, gym, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.454762,-0.169745
P-2702,NW1 8BM,London,Camden,house,3,3,3825,,1180,True,False,True,True,True,2026-09-26,balcony|gym|pet-friendly|school|transport,"A well-presented 3-bed house in Camden priced at £3825 pcm. Highlights include balcony, gym, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.549515,-0.137049
P-2703,SW19 7FL,London,Wimbledon,flat,3,3,3775,,1289,False,True,False,True,True,2026-10-01,balcony|concierge|parking|river-view,"A well-presented 3-bed flat in Wimbledon priced at £3775 pcm. Highlights include balcony, concierge, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.440601,-0.17889
P-2704,CR0 8GM,London,Croydon,flat,2,2,2600,,1013,False,False,True,False,True,2026-09-02,garden|river-view|school,"A well-presented 2-bed flat in Croydon priced at £2600 pcm. Highlights include garden, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.377394,-0.098327
P-2705,EC2A 2FM,London,Shoreditch,flat,2,3,3875,,833,False,False,False,False,True,2026-07-31,school|transport|workspace,"A well-presented 2-bed flat in Shoreditch priced at £3875 pcm. Highlights include school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.530289,-0.06372
P-2706,SW6 9HM,London,Fulham,flat,3,3,4325,,1268,True,False,True,True,True,2026-09-29,balcony|concierge|garden|pet-friendly|school,"A well-presented 3-bed flat in Fulham priced at £4325 pcm. Highlights include balcony, concierge, garden, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.476235,-0.199674
P-2707,E14 1FP,London,Canary Wharf,house,4,3,4600,,1539,True,False,False,True,True,2026-10-02,gym|pet-friendly|river-view,"A well-presented 4-bed house in Canary Wharf priced at £4600 pcm. Highlights include gym, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.513124,0.013892
P-2708,SW4 3AP,London,Clapham,studio,0,1,2850,,814,False,False,False,True,True,2026-07-24,concierge|pet-friendly|school,"A well-presented 0-bed studio in Clapham priced at £2850 pcm. Highlights include concierge, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.463074,-0.098256
P-2709,E8 3GN,London,Hackney,flat,2,3,3225,,875,True,True,False,False,False,2026-08-22,gym|river-view|transport,"A well-presented 2-bed flat in Hackney priced at £3225 pcm. Highlights include gym, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540219,-0.06334
P-2710,EC2A 7DK,London,Shoreditch,flat,4,3,4600,,1403,True,True,True,False,False,2026-09-07,concierge|garden|gym|parking|river-view|transport,"A well-presented 4-bed flat in Shoreditch priced at £4600 pcm. Highlights include concierge, garden, gym, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.544362,-0.049494
P-2711,SW11 6FP,London,Battersea,flat,1,1,3800,,731,True,True,False,True,True,2026-10-19,balcony|gym|parking|pet-friendly|river-view|workspace,"A well-presented 1-bed flat in Battersea priced at £3800 pcm. Highlights include balcony, gym, parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.454356,-0.185309
P-2712,SW4 4EP,London,Clapham,flat,3,3,4275,,1271,True,True,False,False,False,2026-08-26,concierge|gym|parking,"A well-presented 3-bed flat in Clapham priced at £4275 pcm. Highlights include concierge, gym, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.460752,-0.152172
P-2713,E14 2CK,London,Canary Wharf,flat,2,3,3650,,833,True,False,True,True,False,2026-09-03,garden|gym|transport|workspace,"A well-presented 2-bed flat in Canary Wharf priced at £3650 pcm. Highlights include garden, gym, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.485573,-0.006095
P-2714,E14 8HN,London,Canary Wharf,flat,3,3,4025,,1273,True,True,True,True,True,2026-09-30,garden|gym|parking|pet-friendly|river-view|school,"A well-presented 3-bed flat in Canary Wharf priced at £4025 pcm. Highlights include garden, gym, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.502337,-0.019031
P-2715,E14 8EJ,London,Canary Wharf,house,1,1,3175,,854,True,False,True,True,False,2026-09-16,balcony|concierge|garden|school,"A well-presented 1-bed house in Canary Wharf priced at £3175 pcm. Highlights include balcony, concierge, garden, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.502441,-0.010268
P-2716,SW11 4BL,London,Battersea,house,1,2,2825,,684,True,False,False,False,True,2026-09-25,gym|pet-friendly|river-view|school|transport,"A well-presented 1-bed house in Battersea priced at £2825 pcm. Highlights include gym, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.479449,-0.186549
P-2717,NW1 1CN,London,Camden,flat,3,3,4275,,1121,True,False,False,False,False,2026-09-04,concierge|gym|river-view|workspace,"A well-presented 3-bed flat in Camden priced at £4275 pcm. Highlights include concierge, gym, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.55839,-0.159968
P-2718,SW6 2FP,London,Fulham,flat,2,3,3725,,918,True,False,False,True,False,2026-08-25,balcony|concierge|gym|school|workspace,"A well-presented 2-bed flat in Fulham priced at £3725 pcm. Highlights include balcony, concierge, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478197,-0.195731
P-2719,SW6 5GK,London,Fulham,flat,2,3,5050,,994,False,True,False,False,True,2026-08-08,concierge|gym|parking|pet-friendly|river-view|transport,"A well-presented 2-bed flat in Fulham priced at £5050 pcm. Highlights include concierge, gym, parking, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.475088,-0.21401
P-2720,NW1 2GJ,London,Camden,house,2,2,3925,,896,True,True,True,True,False,2026-07-24,balcony|garden|gym|parking|school,"A well-presented 2-bed house in Camden priced at £3925 pcm. Highlights include balcony, garden, gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.57025,-0.126972
P-2721,NW1 5BK,London,Camden,flat,3,3,3950,,1221,True,True,False,True,False,2026-08-28,balcony|concierge|gym|school,"A well-presented 3-bed flat in Camden priced at £3950 pcm. Highlights include balcony, concierge, gym, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.532776,-0.111669
P-2722,CR0 3CN,London,Croydon,flat,1,1,2175,,628,True,False,True,True,False,2026-08-29,balcony|garden|workspace,"A well-presented 1-bed flat in Croydon priced at £2175 pcm. Highlights include balcony, garden, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.360767,-0.111668
P-2723,CR0 1GP,London,Croydon,flat,2,2,2425,,1003,False,False,False,True,False,2026-08-07,balcony|concierge|transport|workspace,"A well-presented 2-bed flat in Croydon priced at £2425 pcm. Highlights include balcony, concierge, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.35848,-0.07916
P-2724,SW6 2AK,London,Fulham,house,1,1,3800,,599,False,False,True,True,True,2026-09-12,balcony|garden|pet-friendly|river-view|school|transport,"A well-presented 1-bed house in Fulham priced at £3800 pcm. Highlights include balcony, garden, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481301,-0.217725
P-2725,EC2A 1BK,London,Shoreditch,flat,2,3,3625,,1030,True,False,False,True,False,2026-09-18,concierge|school|workspace,"A well-presented 2-bed flat in Shoreditch priced at £3625 pcm. Highlights include concierge, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.5198,-0.050359
P-2726,E8 5EM,London,Hackney,flat,2,2,3850,,948,True,True,False,True,False,2026-08-28,balcony|parking|river-view|school|transport|workspace,"A well-presented 2-bed flat in Hackney priced at £3850 pcm. Highlights include balcony, parking, river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.537704,-0.06185
P-2727,N1 6GL,London,Islington,flat,2,2,3500,,787,True,True,False,True,False,2026-09-10,balcony|parking|transport|workspace,"A well-presented 2-bed flat in Islington priced at £3500 pcm. Highlights include balcony, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.54544,-0.066008
